51 7.34837206250989E-11
52 4.35094636820303E-11
59 7.52945479184409E-11
64 5.68267272504507E-11
68 1.53656409219571E-11
78 4.10058957245921E-12
86 1.21041710544763E-12
97 6.34647329660319E-11
106 8.95963972426527E-11
112 5.50911913723873E-11
113 4.66635378171849E-11
115 4.1880368770621E-11
117 9.05666351218351E-13
120 8.30529235697105E-11
121 3.91333223902646E-11
122 5.61316197761343E-11
124 6.37347423828373E-11
129 6.79874671980774E-11
132 9.1917733327202E-11
133 5.49815756964758E-11
136 8.57157886588038E-11
145 6.37906314181759E-11
152 7.28036570550497E-11
156 6.91069796208326E-11
157 8.07103622525188E-11
160 6.51173353889135E-11
161 6.15265788341322E-11
165 4.1629175903431E-11
171 9.44004238314789E-11
177 6.00871968839744E-11
189 8.32387964412449E-11
201 9.18209103323824E-11
203 9.37090188575041E-11
205 3.39161734875467E-11
206 5.51500123872698E-11
216 8.44878338245315E-11
217 8.6788287389093E-12
222 5.0029057857297E-11
251 5.3998185662413E-11
259 9.50542419015965E-11
265 1.19430766229011E-11
277 1.60028262388414E-11
279 7.99326567340703E-11
280 6.41043185662844E-11
281 8.78823570630297E-11
288 3.78255271571502E-11
301 6.79660068765804E-11
306 7.00505701826024E-11
307 1.66470176174947E-11
313 1.99581773819343E-11
321 5.82869406416963E-11
322 1.20722834537098E-11
325 8.26590356122955E-11
332 9.16651314354058E-12
335 1.69494622435683E-11
336 7.13082267778464E-11
342 3.36234551754716E-11
353 3.23045185679446E-11
354 3.49502653400812E-11
361 6.37436123715565E-11
362 8.50882265687425E-11
373 5.14211263139966E-11
377 5.43066372701252E-11
400 2.52131023310492E-12
414 4.595868217487E-11
415 2.24588666899741E-11
416 1.35587244806995E-11
421 5.79218260419374E-11
426 5.58513239112277E-11
430 6.62262546937049E-11
452 7.35593917268275E-11
456 4.36598112250601E-11
461 3.28905440138455E-11
475 6.84445999815376E-11
500 9.4385598112272E-11
508 7.41509263929121E-11
510 2.65428954881731E-11
521 2.63904704677145E-11
522 5.41326567617459E-11
532 2.93699765686098E-11
537 4.978805898305E-11
546 8.99685379160039E-11
552 4.12172139404186E-11
553 9.79904841080963E-11
563 5.70172554819423E-12
564 9.40731773680334E-11
567 5.23729243632775E-11
568 6.07477908512761E-12
580 5.94350710898254E-11
585 2.86701724066315E-11
589 4.24689597179167E-12
593 4.62091414295764E-11
596 3.91416886291518E-11
602 6.98448134076449E-11
608 2.26843732305246E-11
618 2.84119780275148E-11
626 1.8317182564608E-11
627 4.92920194717044E-11
629 5.36918975366045E-11
634 6.9428498624657E-11
637 4.75093004745425E-11
640 9.51205001234645E-11
660 9.21090925756179E-11
667 3.82668651041541E-11
669 9.84265017134184E-11
679 9.59477745338996E-12
680 1.38957080493435E-11
682 9.79879684494191E-12
691 4.2343217258932E-11
694 6.39173739952117E-11
702 4.5357142562547E-11
703 4.15252062541295E-12
710 4.52303711587058E-11
712 1.05059877339465E-11
720 1.30568753881899E-12
721 6.86268895574921E-14
724 2.7096928445727E-11
725 5.000102428549E-11
742 5.36460519698745E-11
756 1.51115422208289E-11
759 9.19152309591908E-11
768 1.53226073366571E-11
791 5.48546211062022E-11
795 6.10058665878103E-11
799 4.59245867016392E-11
802 2.7768986236219E-11
803 7.39977749666087E-11
806 4.7378695117509E-11
811 1.04258257152471E-11
814 7.50583057089096E-11
837 5.08599460494407E-11
840 9.50439600360922E-11
843 2.03733097261036E-11
858 7.1342913652593E-11
872 3.5048696231247E-11
878 9.85513082146571E-11
882 2.96764794977685E-11
889 9.7009233707157E-12
892 7.91468611863778E-11
895 1.43965278218197E-11
913 7.48961606624709E-11
916 2.22670025207552E-11
921 2.99550561617918E-12
934 2.267228680278E-11
937 7.14364756106329E-11
939 7.61257702510093E-11
945 1.91796038038867E-11
952 4.8844766060905E-11
963 3.55622754315058E-11
964 6.99893525113905E-12
967 3.99878392589081E-11
976 1.79669566650553E-11
977 6.90596128708201E-11
982 3.42983300766952E-11
985 6.20487622493292E-11
997 8.12909924131969E-11
998 9.47891475119236E-11
1001 4.12556966085884E-11
1004 9.2736104873138E-11
1005 7.24256204190888E-12
1008 2.88120377791724E-12
1048 6.733810512607E-11
1051 6.51299621914574E-11
1055 2.15391493124979E-11
1060 7.21082832534419E-11
1069 8.07414487894934E-11
1072 7.02075437163449E-11
1074 8.50600257077051E-12
1077 2.26207159097858E-11
1086 6.90014634302823E-11
1087 5.90267472507517E-11
1090 5.4555959977889E-12
1100 6.87590406241943E-11
1106 3.03968199309121E-12
1116 9.40471710613365E-11
1123 4.55705205775428E-11
1129 1.8076516530787E-11
1130 4.06914564439341E-12
1132 8.56044969369671E-12
1135 4.77237977592029E-11
1145 7.91563442976442E-11
1154 4.62495812439619E-11
